"","Spring","Line.Folder","Line","FolderName","Subfolder","CamID","First.Photo.Date","First.Snow","When.does.snow.melt.","What.date.is.maximum.snow.depth","Does.snow.return..when.","When.is.date.of.final.snow.","What.is.date.of.last.photo.","check.unID.","species","Detection.Dates","Taxa","Date"
"149","BBS","CAM4 P11: 100","Upland","BBSCAM4_P11","100MEDIA",16,2022-05-04,NA,NA,NA,NA,NA,2022-08-10,NA,"Cows"," 8/2/22","Mammals",2022-08-02
"150","BBS","CAM4 P11: 100","Upland","BBSCAM4_P11","100MEDIA",16,2022-05-04,NA,NA,NA,NA,NA,2022-08-10,NA,"Cows"," 8/3/22","Mammals",2022-08-03
"151","BBS","CAM4 P11: 100","Upland","BBSCAM4_P11","100MEDIA",16,2022-05-04,NA,NA,NA,NA,NA,2022-08-10,NA,"Cows"," 8/4/22","Mammals",2022-08-04
"152","BBS","CAM4 P11: 100","Upland","BBSCAM4_P11","100MEDIA",16,2022-05-04,NA,NA,NA,NA,NA,2022-08-10,NA,"Cows"," 8/6/22","Mammals",2022-08-06
"153","BBS","CAM4 P11: 100","Upland","BBSCAM4_P11","100MEDIA",16,2022-05-04,NA,NA,NA,NA,NA,2022-08-10,NA,"Cows"," 8/7/22","Mammals",2022-08-07
"154","BBS","CAM4 P11: 100","Upland","BBSCAM4_P11","100MEDIA",16,2022-05-04,NA,NA,NA,NA,NA,2022-08-10,NA,"Cows"," 8/8/22","Mammals",2022-08-08
"155","BBS","CAM4 P11: 100","Upland","BBSCAM4_P11","100MEDIA",16,2022-05-04,NA,NA,NA,NA,NA,2022-08-10,NA,"Cows"," 8/9/22","Mammals",2022-08-09
"156","BBS","CAM4 P11: 100","Upland","BBSCAM4_P11","100MEDIA",16,2022-05-04,NA,NA,NA,NA,NA,2022-08-10,NA,"Cows"," 8/10/22","Mammals",2022-08-10
"157","BBS","CAM4 P11: 101","Upland","BBSCAM4_P11","101MEDIA",16,2022-08-10,NA,NA,NA,NA,NA,2022-08-11,NA,"Cows","8/10/22","Mammals",2022-08-10
"158","BBS","CAM4 P11: 102","Upland","BBSCAM4_P11","102MEDIA",16,2022-08-11,NA,NA,NA,NA,NA,2022-08-12,NA,"Cows","8/11/22","Mammals",2022-08-11
"159","BBS","CAM4 P11: 102","Upland","BBSCAM4_P11","102MEDIA",16,2022-08-11,NA,NA,NA,NA,NA,2022-08-12,NA,"Cows"," 8/12/22","Mammals",2022-08-12
"160","BBS","CAM4 P11: 103","Upland","BBSCAM4_P11","103MEDIA",16,2022-08-12,NA,NA,NA,NA,NA,2022-08-14,NA,"Cows","8/12/22","Mammals",2022-08-12
"161","BBS","CAM4 P11: 104","Upland","BBSCAM4_P11","104MEDIA",16,2022-08-14,NA,NA,NA,NA,NA,2022-08-29,NA,"Cows","8/14/22","Mammals",2022-08-14
"162","BBS","CAM4 P11: 104","Upland","BBSCAM4_P11","104MEDIA",16,2022-08-14,NA,NA,NA,NA,NA,2022-08-29,NA,"Cows"," 8/15/22","Mammals",2022-08-15
"163","BBS","CAM4 P11: 104","Upland","BBSCAM4_P11","104MEDIA",16,2022-08-14,NA,NA,NA,NA,NA,2022-08-29,NA,"Cows"," 8/16/22","Mammals",2022-08-16
"164","BBS","CAM4 P11: 104","Upland","BBSCAM4_P11","104MEDIA",16,2022-08-14,NA,NA,NA,NA,NA,2022-08-29,NA,"Cows"," 8/20/22","Mammals",2022-08-20
"165","BBS","CAM4 P11: 104","Upland","BBSCAM4_P11","104MEDIA",16,2022-08-14,NA,NA,NA,NA,NA,2022-08-29,NA,"Cows"," 8/23/22","Mammals",2022-08-23
"166","BBS","CAM4 P11: 104","Upland","BBSCAM4_P11","104MEDIA",16,2022-08-14,NA,NA,NA,NA,NA,2022-08-29,NA,"Cows"," 8/25/22","Mammals",2022-08-25
"167","BBS","CAM4 P11: 104","Upland","BBSCAM4_P11","104MEDIA",16,2022-08-14,NA,NA,NA,NA,NA,2022-08-29,NA,"Cows"," 8/26/22","Mammals",2022-08-26
"168","BBS","CAM4 P11: 104","Upland","BBSCAM4_P11","104MEDIA",16,2022-08-14,NA,NA,NA,NA,NA,2022-08-29,NA,"Cows"," 8/28/22","Mammals",2022-08-28
"169","BBS","CAM4 P11: 104","Upland","BBSCAM4_P11","104MEDIA",16,2022-08-14,NA,NA,NA,NA,NA,2022-08-29,NA,"Cows"," 8/29/22","Mammals",2022-08-29
"170","BBS","CAM4 P11: 105","Upland","BBSCAM4_P11","105MEDIA",16,2022-08-29,NA,NA,NA,NA,NA,2022-09-03,NA,"Cows","8/29/22","Mammals",2022-08-29
"171","BBS","CAM4 P11: 105","Upland","BBSCAM4_P11","105MEDIA",16,2022-08-29,NA,NA,NA,NA,NA,2022-09-03,NA,"Cows"," 8/31/22","Mammals",2022-08-31
"172","BBS","CAM4 P11: 105","Upland","BBSCAM4_P11","105MEDIA",16,2022-08-29,NA,NA,NA,NA,NA,2022-09-03,NA,"Cows"," 9/3/22","Mammals",2022-09-03
"173","BBS","CAM4 P11: 106","Upland","BBSCAM4_P11","106MEDIA",16,2022-09-03,NA,NA,NA,NA,NA,2022-09-03,NA,"Cows","9/3/22","Mammals",2022-09-03
"174","DVS","CAM9 P10: 100","Upland","DVSCAM9_P10","100MEDIA",17,2022-06-28,NA,NA,NA,NA,NA,2022-08-19,NA,"Cows","7/7/22","Mammals",2022-07-07
"175","DVS","CAM9 P10: 100","Upland","DVSCAM9_P10","100MEDIA",17,2022-06-28,NA,NA,NA,NA,NA,2022-08-19,NA,"Cows"," 7/9/22","Mammals",2022-07-09
"176","DVS","CAM9 P10: 100","Upland","DVSCAM9_P10","100MEDIA",17,2022-06-28,NA,NA,NA,NA,NA,2022-08-19,NA,"Cows"," 7/14/22","Mammals",2022-07-14
"177","DVS","CAM9 P10: 100","Upland","DVSCAM9_P10","100MEDIA",17,2022-06-28,NA,NA,NA,NA,NA,2022-08-19,NA,"Cows"," 7/15/22","Mammals",2022-07-15
"178","DVS","CAM9 P10: 100","Upland","DVSCAM9_P10","100MEDIA",17,2022-06-28,NA,NA,NA,NA,NA,2022-08-19,NA,"Cows"," 7/16/22","Mammals",2022-07-16
"179","DVS","CAM9 P10: 100","Upland","DVSCAM9_P10","100MEDIA",17,2022-06-28,NA,NA,NA,NA,NA,2022-08-19,NA,"Cows"," 7/20/22","Mammals",2022-07-20
"180","DVS","CAM9 P10: 100","Upland","DVSCAM9_P10","100MEDIA",17,2022-06-28,NA,NA,NA,NA,NA,2022-08-19,NA,"Cows"," 7/24/22","Mammals",2022-07-24
"181","DVS","CAM9 P10: 100","Upland","DVSCAM9_P10","100MEDIA",17,2022-06-28,NA,NA,NA,NA,NA,2022-08-19,NA,"Cows"," 8/5/22","Mammals",2022-08-05
"182","DVS","CAM9 P10: 100","Upland","DVSCAM9_P10","100MEDIA",17,2022-06-28,NA,NA,NA,NA,NA,2022-08-19,NA,"Cows"," 8/19/22","Mammals",2022-08-19
"183","DVS","CAM9 P10: 101","Upland","DVSCAM9_P10","101MEDIA",17,2022-08-19,NA,NA,NA,NA,NA,2022-09-17,NA,"Cows","8/25/22","Mammals",2022-08-25
"184","DVS","CAM9 P10: 101","Upland","DVSCAM9_P10","101MEDIA",17,2022-08-19,NA,NA,NA,NA,NA,2022-09-17,NA,"Cows"," 8/27/22","Mammals",2022-08-27
"185","DVS","UNKCAM: 100","Spring","UnnamedCamera_UNKCAM","100EK113",18,2022-06-04,NA,NA,NA,NA,NA,2022-07-01,NA,"Cows","6/6/22","Mammals",2022-06-06
"186","DVS","UNKCAM: 100","Spring","UnnamedCamera_UNKCAM","100EK113",18,2022-06-04,NA,NA,NA,NA,NA,2022-07-01,NA,"Cows"," 6/7/22","Mammals",2022-06-07
"187","DVS","UNKCAM: 100","Spring","UnnamedCamera_UNKCAM","100EK113",18,2022-06-04,NA,NA,NA,NA,NA,2022-07-01,NA,"Cows"," 6/8/22","Mammals",2022-06-08
"188","DVS","UNKCAM: 100","Spring","UnnamedCamera_UNKCAM","100EK113",18,2022-06-04,NA,NA,NA,NA,NA,2022-07-01,NA,"Cows"," 6/10/22","Mammals",2022-06-10
"189","DVS","UNKCAM: 100","Spring","UnnamedCamera_UNKCAM","100EK113",18,2022-06-04,NA,NA,NA,NA,NA,2022-07-01,NA,"Cows"," 6/26/22","Mammals",2022-06-26
"190","DVS","UNKCAM: 100","Spring","UnnamedCamera_UNKCAM","100EK113",18,2022-06-04,NA,NA,NA,NA,NA,2022-07-01,NA,"Cows"," 6/27/22","Mammals",2022-06-27
"191","DVS","UNKCAM: 100","Spring","UnnamedCamera_UNKCAM","100EK113",18,2022-06-04,NA,NA,NA,NA,NA,2022-07-01,NA,"Cows"," 6/28/22","Mammals",2022-06-28
"192","DVS","UNKCAM: 100","Spring","UnnamedCamera_UNKCAM","100EK113",18,2022-06-04,NA,NA,NA,NA,NA,2022-07-01,NA,"Cows"," 6/29/22","Mammals",2022-06-29
"193","DVS","UNKCAM: 100","Spring","UnnamedCamera_UNKCAM","100EK113",18,2022-06-04,NA,NA,NA,NA,NA,2022-07-01,NA,"Cows"," 6/30/22","Mammals",2022-06-30
"194","DVS","UNKCAM: 100","Spring","UnnamedCamera_UNKCAM","100EK113",18,2022-06-04,NA,NA,NA,NA,NA,2022-07-01,NA,"Cows"," 7/1/22","Mammals",2022-07-01
"195","DVS","UNKCAM: 101","Spring","UnnamedCamera_UNKCAM","101EK113",18,2022-07-01,NA,NA,NA,NA,NA,2022-07-02,NA,"Cows","7/1/22","Mammals",2022-07-01
"196","DVS","UNKCAM: 101","Spring","UnnamedCamera_UNKCAM","101EK113",18,2022-07-01,NA,NA,NA,NA,NA,2022-07-02,NA,"Cows"," 7/2/22","Mammals",2022-07-02
"197","DVS","UNKCAM: 102","Spring","UnnamedCamera_UNKCAM","102EK113",18,2022-07-02,NA,NA,NA,NA,NA,2022-07-03,NA,"Cows","7/2/22","Mammals",2022-07-02
"198","DVS","UNKCAM: 104","Spring","UnnamedCamera_UNKCAM","104EK113",18,2022-07-03,NA,NA,NA,NA,NA,2022-07-03,NA,"Cows","7/3/22","Mammals",2022-07-03
"199","DVS","UNKCAM: 105","Spring","UnnamedCamera_UNKCAM","105EK113",18,2022-07-03,NA,NA,NA,NA,NA,2022-07-03,NA,"Cows","7/3/22","Mammals",2022-07-03
"200","DVS","UNKCAM: 106","Spring","UnnamedCamera_UNKCAM","106EK113",18,2022-07-03,NA,NA,NA,NA,NA,2022-07-04,NA,"Cows","7/4/22","Mammals",2022-07-04
"201","DVS","UNKCAM: 107","Spring","UnnamedCamera_UNKCAM","107EK113",18,2022-07-04,NA,NA,NA,NA,NA,2022-07-04,NA,"Cows","7/4/22","Mammals",2022-07-04
"202","DVS","UNKCAM: 108","Spring","UnnamedCamera_UNKCAM","108EK113",18,2022-07-04,NA,NA,NA,NA,NA,2022-07-04,NA,"Cows","7/4/22","Mammals",2022-07-04
"203","DVS","UNKCAM: 109","Spring","UnnamedCamera_UNKCAM","109EK113",18,2022-07-04,NA,NA,NA,NA,NA,2022-07-05,NA,"Cows","7/5/22","Mammals",2022-07-05
"204","DVS","UNKCAM: 110","Spring","UnnamedCamera_UNKCAM","110EK113",18,2022-07-05,NA,NA,NA,NA,NA,2022-07-05,NA,"Cows","7/5/22","Mammals",2022-07-05
"205","DVS","UNKCAM DivineSprings",NA,"UnnamedCamera_UNKCAM_DivineSprings","100EK113",19,2022-05-04,NA,NA,NA,NA,NA,2022-06-04,NA,"Cows","5/31/22","Mammals",2022-05-31
